YEAR,MO,DY,Distribuidora,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,Distribuidora
2025,3,1,Cali,17.97,15.5,16.73,18.16,7.94,22.75,14.81,13.65,86.57,9.5,Cali
2025,3,2,Cali,16.9,15.63,16.26,16.98,4.25,19.48,15.23,13.77,92.56,31.43,Cali
2025,3,3,Cali,17.18,15.62,16.4,17.35,4.78,20.1,15.32,13.76,90.93,22.53,Cali
2025,3,4,Cali,17.15,15.46,16.31,17.3,5.39,20.57,15.18,13.62,90.29,21.85,Cali
2025,3,5,Cali,16.58,15.36,15.97,16.69,3.77,18.94,15.17,13.54,92.8,22.61,Cali
2025,3,6,Cali,16.43,14.87,15.65,16.71,4.96,19.36,14.4,13.09,91.0,25.18,Cali
2025,3,7,Cali,16.97,15.07,16.02,17.21,7.04,21.37,14.33,13.25,89.36,18.19,Cali
2025,3,8,Cali,17.19,15.51,16.35,17.36,4.86,20.36,15.5,13.63,90.39,17.61,Cali
2025,3,9,Cali,17.4,15.35,16.37,17.63,6.8,21.82,15.02,13.49,88.57,10.61,Cali
2025,3,10,Cali,17.7,15.09,16.4,18.04,8.96,22.91,13.95,13.28,85.99,8.69,Cali
2025,3,11,Cali,17.48,15.48,16.48,17.72,6.49,21.59,15.1,13.61,88.84,17.64,Cali
2025,3,12,Cali,17.73,15.63,16.68,18.04,7.31,22.33,15.02,13.74,88.48,13.79,Cali
2025,3,13,Cali,17.67,15.57,16.62,17.96,7.58,22.46,14.88,13.69,88.43,27.3,Cali
2025,3,14,Cali,16.26,15.18,15.72,16.25,3.75,18.61,14.86,13.38,93.63,43.91,Cali
2025,3,15,Cali,16.29,14.89,15.59,16.11,4.37,18.89,14.52,13.14,91.75,11.31,Cali
2025,3,16,Cali,16.61,14.84,15.72,16.55,5.79,20.16,14.37,13.06,89.81,14.89,Cali
2025,3,17,Cali,16.86,14.71,15.78,17.02,8.16,21.44,13.28,12.94,88.1,13.84,Cali
2025,3,18,Cali,17.6,15.42,16.51,17.88,8.13,22.26,14.13,13.57,87.99,15.51,Cali
2025,3,19,Cali,17.97,15.73,16.85,18.27,8.1,22.78,14.68,13.85,87.74,10.22,Cali
2025,3,20,Cali,17.0,15.05,16.03,17.05,6.41,20.68,14.27,13.25,88.96,5.52,Cali
2025,3,21,Cali,17.46,14.94,16.2,17.82,10.49,23.22,12.73,13.19,86.48,5.81,Cali
2025,3,22,Cali,17.7,15.71,16.71,17.99,8.11,22.28,14.17,13.86,89.02,7.88,Cali
2025,3,23,Cali,17.95,15.6,16.77,18.3,8.63,22.89,14.26,13.74,87.33,4.67,Cali
2025,3,24,Cali,18.22,15.49,16.85,18.5,9.13,23.52,14.39,13.64,85.69,3.84,Cali
2025,3,25,Cali,18.18,15.38,16.78,18.39,9.63,23.78,14.15,13.53,85.19,7.98,Cali
2025,3,26,Cali,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Cali
2025,3,27,Cali,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Cali
2025,3,28,Cali,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Cali
2025,3,29,Cali,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Cali
2025,3,30,Cali,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Cali
2025,3,31,Cali,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Cali
2025,3,1,Girardot,20.23,17.98,19.1,20.27,5.71,24.07,18.36,15.04,87.74,24.6,Girardot
2025,3,2,Girardot,20.25,17.53,18.89,20.35,7.85,24.83,16.98,14.61,85.65,10.79,Girardot
2025,3,3,Girardot,20.06,17.79,18.93,19.93,5.67,23.71,18.04,14.85,87.57,15.15,Girardot
2025,3,4,Girardot,20.38,17.95,19.17,20.27,6.7,24.74,18.04,15.01,86.86,23.54,Girardot
2025,3,5,Girardot,19.32,17.99,18.65,19.16,2.91,21.2,18.29,15.06,92.29,27.84,Girardot
2025,3,6,Girardot,18.64,17.37,18.0,18.42,2.61,20.19,17.58,14.46,92.58,17.35,Girardot
2025,3,7,Girardot,18.94,16.85,17.89,18.67,6.4,22.52,16.12,13.96,88.36,4.78,Girardot
2025,3,8,Girardot,19.88,17.42,18.65,19.89,7.13,24.4,17.27,14.48,86.74,10.01,Girardot
2025,3,9,Girardot,21.01,17.72,19.37,21.02,8.69,26.19,17.5,14.77,83.08,7.13,Girardot
2025,3,10,Girardot,21.03,17.25,19.14,21.03,8.78,26.23,17.45,14.33,80.76,9.66,Girardot
2025,3,11,Girardot,20.84,17.43,19.14,20.58,8.44,25.78,17.34,14.51,81.98,14.16,Girardot
2025,3,12,Girardot,20.58,17.98,19.28,20.69,7.0,25.32,18.32,15.01,86.23,25.14,Girardot
2025,3,13,Girardot,21.02,18.28,19.65,21.15,7.58,25.85,18.27,15.31,85.54,21.51,Girardot
2025,3,14,Girardot,18.93,18.03,18.48,18.67,1.99,19.6,17.61,15.1,94.66,33.42,Girardot
2025,3,15,Girardot,19.74,17.2,18.47,19.84,8.45,24.79,16.34,14.32,86.65,6.45,Girardot
2025,3,16,Girardot,20.39,17.79,19.09,20.47,8.2,25.5,17.3,14.83,86.28,22.91,Girardot
2025,3,17,Girardot,18.89,17.67,18.28,18.74,2.77,20.49,17.72,14.71,92.85,10.47,Girardot
2025,3,18,Girardot,20.28,17.43,18.86,20.25,7.68,24.6,16.92,14.5,84.98,9.77,Girardot
2025,3,19,Girardot,20.62,17.91,19.26,20.61,7.79,25.54,17.75,14.96,85.66,11.33,Girardot
2025,3,20,Girardot,19.97,17.59,18.78,19.76,6.66,24.25,17.59,14.64,86.97,8.02,Girardot
2025,3,21,Girardot,20.63,17.77,19.2,20.67,8.89,25.67,16.78,14.82,85.0,9.16,Girardot
2025,3,22,Girardot,21.14,17.9,19.52,21.09,8.59,26.22,17.63,14.95,83.21,9.08,Girardot
2025,3,23,Girardot,21.08,17.46,19.27,20.82,8.55,26.07,17.52,14.54,81.28,3.67,Girardot
2025,3,24,Girardot,20.87,17.22,19.04,20.56,8.91,25.92,17.01,14.32,81.0,3.06,Girardot
2025,3,25,Girardot,21.25,17.4,19.33,20.76,8.74,26.39,17.65,14.47,79.97,3.62,Girardot
2025,3,26,Girardot,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Girardot
2025,3,27,Girardot,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Girardot
2025,3,28,Girardot,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Girardot
2025,3,29,Girardot,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Girardot
2025,3,30,Girardot,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Girardot
2025,3,31,Girardot,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Girardot
2025,3,1,Villavicencio,19.35,17.56,18.46,19.03,4.04,21.78,17.74,14.64,89.77,5.21,Villavicencio
2025,3,2,Villavicencio,19.46,17.29,18.37,19.15,5.27,22.8,17.53,14.38,87.81,7.92,Villavicencio
2025,3,3,Villavicencio,19.8,17.28,18.54,19.6,6.96,23.9,16.94,14.36,86.41,6.01,Villavicencio
2025,3,4,Villavicencio,19.71,17.56,18.64,19.49,5.42,23.05,17.63,14.63,88.16,8.57,Villavicencio
2025,3,5,Villavicencio,19.02,17.58,18.3,18.71,4.35,21.52,17.17,14.67,91.74,9.66,Villavicencio
2025,3,6,Villavicencio,18.92,17.24,18.08,18.44,3.96,21.22,17.26,14.32,90.26,7.76,Villavicencio
2025,3,7,Villavicencio,19.38,17.21,18.3,19.13,5.58,22.8,17.22,14.28,87.87,12.64,Villavicencio
2025,3,8,Villavicencio,19.59,17.24,18.42,19.44,5.53,22.75,17.22,14.31,87.04,10.9,Villavicencio
2025,3,9,Villavicencio,19.6,16.47,18.04,19.28,7.93,24.09,16.16,13.62,83.28,2.98,Villavicencio
2025,3,10,Villavicencio,19.93,16.66,18.29,19.57,8.04,24.35,16.31,13.81,82.82,6.04,Villavicencio
2025,3,11,Villavicencio,19.67,17.11,18.39,19.47,6.9,23.73,16.83,14.19,86.13,7.64,Villavicencio
2025,3,12,Villavicencio,20.08,17.43,18.75,19.9,7.4,24.33,16.93,14.48,85.75,7.14,Villavicencio
2025,3,13,Villavicencio,19.78,18.09,18.94,19.69,5.44,22.84,17.4,15.11,90.56,15.75,Villavicencio
2025,3,14,Villavicencio,19.73,18.2,18.96,19.85,4.82,22.62,17.8,15.22,91.47,16.49,Villavicencio
2025,3,15,Villavicencio,19.61,17.94,18.78,19.69,5.27,23.19,17.92,14.97,90.8,11.95,Villavicencio
2025,3,16,Villavicencio,18.88,17.11,17.99,18.57,5.0,21.92,16.92,14.19,89.81,12.64,Villavicencio
2025,3,17,Villavicencio,18.42,17.1,17.76,18.11,3.27,20.45,17.18,14.18,92.24,41.36,Villavicencio
2025,3,18,Villavicencio,19.12,17.26,18.19,18.93,4.82,21.94,17.12,14.34,89.39,18.26,Villavicencio
2025,3,19,Villavicencio,19.18,17.76,18.47,19.06,4.79,22.01,17.22,14.81,91.89,9.96,Villavicencio
2025,3,20,Villavicencio,18.58,17.23,17.9,18.29,4.69,21.7,17.01,14.31,92.13,12.8,Villavicencio
2025,3,21,Villavicencio,19.26,17.59,18.43,19.17,5.75,22.81,17.06,14.64,90.53,11.73,Villavicencio
2025,3,22,Villavicencio,18.8,17.43,18.12,18.74,4.48,21.25,16.77,14.49,92.11,8.89,Villavicencio
2025,3,23,Villavicencio,19.2,16.85,18.03,18.95,6.31,22.7,16.39,13.98,87.03,4.83,Villavicencio
2025,3,24,Villavicencio,19.02,16.34,17.68,18.57,6.52,22.78,16.26,13.52,85.07,1.91,Villavicencio
2025,3,25,Villavicencio,19.85,16.1,17.98,19.2,7.82,24.14,16.32,13.31,80.02,1.15,Villavicencio
2025,3,26,Villavicencio,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Villavicencio
2025,3,27,Villavicencio,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Villavicencio
2025,3,28,Villavicencio,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Villavicencio
2025,3,29,Villavicencio,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Villavicencio
2025,3,30,Villavicencio,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Villavicencio
2025,3,31,Villavicencio,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Villavicencio
2025,3,1,Valledupar,22.82,16.72,19.77,23.92,12.1,29.2,17.1,13.36,71.42,0.53,Valledupar
2025,3,2,Valledupar,23.04,16.51,19.78,24.09,12.14,29.58,17.44,13.18,69.71,1.41,Valledupar
2025,3,3,Valledupar,22.76,16.29,19.53,23.84,10.1,28.32,18.22,12.99,69.18,1.57,Valledupar
2025,3,4,Valledupar,22.69,16.43,19.56,23.78,10.51,28.24,17.73,13.11,70.35,1.34,Valledupar
2025,3,5,Valledupar,23.2,16.79,19.99,24.38,11.48,29.57,18.09,13.42,69.96,1.41,Valledupar
2025,3,6,Valledupar,22.4,17.41,19.9,23.23,8.35,27.08,18.73,13.92,75.12,3.38,Valledupar
2025,3,7,Valledupar,23.06,16.46,19.76,24.27,11.24,29.53,18.29,13.12,69.69,0.67,Valledupar
2025,3,8,Valledupar,22.82,15.56,19.19,23.79,12.09,28.97,16.88,12.36,66.23,0.14,Valledupar
2025,3,9,Valledupar,23.44,15.21,19.32,24.32,14.05,30.62,16.57,12.09,62.77,0.07,Valledupar
2025,3,10,Valledupar,24.1,14.99,19.54,24.99,13.1,31.13,18.03,11.95,60.05,0.12,Valledupar
2025,3,11,Valledupar,24.26,16.06,20.16,25.29,13.43,31.25,17.82,12.79,63.54,0.15,Valledupar
2025,3,12,Valledupar,24.14,16.47,20.31,25.19,11.32,30.43,19.11,13.13,65.12,0.66,Valledupar
2025,3,13,Valledupar,23.85,16.1,19.98,24.91,11.6,30.28,18.68,12.81,64.53,0.5,Valledupar
2025,3,14,Valledupar,23.73,15.87,19.8,25.02,12.84,30.77,17.93,12.64,64.59,1.37,Valledupar
2025,3,15,Valledupar,23.69,15.83,19.76,24.79,12.5,30.5,18.0,12.6,63.96,0.83,Valledupar
2025,3,16,Valledupar,23.69,17.07,20.38,24.6,10.79,30.03,19.24,13.65,68.58,7.88,Valledupar
2025,3,17,Valledupar,22.7,19.56,21.13,23.39,6.96,27.08,20.12,15.92,83.5,10.74,Valledupar
2025,3,18,Valledupar,22.24,18.27,20.25,23.12,8.24,27.39,19.15,14.7,80.05,3.41,Valledupar
2025,3,19,Valledupar,21.97,17.82,19.9,23.03,9.39,27.21,17.82,14.3,79.06,2.51,Valledupar
2025,3,20,Valledupar,22.63,18.7,20.67,23.49,8.57,27.59,19.02,15.11,79.87,6.37,Valledupar
2025,3,21,Valledupar,22.54,18.73,20.63,23.21,8.76,27.59,18.83,15.13,80.46,2.58,Valledupar
2025,3,22,Valledupar,22.56,17.76,20.16,23.12,8.84,27.43,18.59,14.22,75.73,1.88,Valledupar
2025,3,23,Valledupar,22.54,17.08,19.81,23.44,9.97,28.52,18.55,13.64,73.44,0.97,Valledupar
2025,3,24,Valledupar,22.66,16.05,19.35,23.46,12.55,29.47,16.92,12.77,69.04,0.4,Valledupar
2025,3,25,Valledupar,23.63,16.86,20.25,24.53,13.28,30.41,17.13,13.44,68.44,0.84,Valledupar
2025,3,26,Valledupar,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Valledupar
2025,3,27,Valledupar,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Valledupar
2025,3,28,Valledupar,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Valledupar
2025,3,29,Valledupar,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Valledupar
2025,3,30,Valledupar,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Valledupar
2025,3,31,Valledupar,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Valledupar
2025,3,1,Medellin,17.93,14.88,16.41,17.92,7.94,23.1,15.16,13.16,84.46,5.06,Medellin
2025,3,2,Medellin,17.6,14.44,16.02,17.56,7.57,22.56,14.99,12.79,83.9,2.91,Medellin
2025,3,3,Medellin,16.88,14.95,15.91,16.83,5.82,20.39,14.57,13.2,89.25,11.89,Medellin
2025,3,4,Medellin,16.98,15.26,16.12,16.95,5.68,20.7,15.02,13.48,90.28,13.28,Medellin
2025,3,5,Medellin,16.99,15.36,16.17,16.9,4.61,19.92,15.31,13.56,90.69,16.28,Medellin
2025,3,6,Medellin,16.57,15.09,15.83,16.47,4.56,19.47,14.91,13.31,91.44,16.21,Medellin
2025,3,7,Medellin,16.27,14.93,15.6,15.98,4.6,19.33,14.73,13.16,92.24,17.29,Medellin
2025,3,8,Medellin,17.22,15.19,16.21,17.04,7.31,21.31,14.0,13.42,88.82,16.58,Medellin
2025,3,9,Medellin,17.39,15.36,16.38,17.31,5.41,20.75,15.34,13.53,88.78,11.89,Medellin
2025,3,10,Medellin,17.58,14.51,16.04,17.34,8.6,22.86,14.26,12.82,84.33,4.56,Medellin
2025,3,11,Medellin,16.93,14.94,15.94,16.76,6.78,21.14,14.36,13.18,88.94,14.85,Medellin
2025,3,12,Medellin,16.93,14.84,15.89,16.84,6.47,21.08,14.61,13.09,88.57,14.72,Medellin
2025,3,13,Medellin,16.74,14.89,15.81,16.79,7.21,20.76,13.55,13.14,89.67,16.82,Medellin
2025,3,14,Medellin,16.67,15.15,15.91,16.57,4.13,19.3,15.17,13.36,91.26,13.71,Medellin
2025,3,15,Medellin,16.93,14.65,15.79,16.76,7.13,20.77,13.64,12.96,87.63,11.47,Medellin
2025,3,16,Medellin,16.44,15.26,15.85,16.38,3.14,18.44,15.3,13.45,93.11,35.05,Medellin
2025,3,17,Medellin,17.18,15.51,16.34,17.09,5.59,20.65,15.06,13.65,90.53,19.43,Medellin
2025,3,18,Medellin,17.36,15.49,16.43,17.28,5.48,20.96,15.48,13.65,89.55,20.22,Medellin
2025,3,19,Medellin,17.98,15.54,16.76,18.04,7.25,22.43,15.18,13.7,87.02,10.38,Medellin
2025,3,20,Medellin,18.02,16.05,17.03,18.0,6.62,21.87,15.25,14.16,89.15,14.99,Medellin
2025,3,21,Medellin,18.02,15.97,16.99,18.06,6.32,22.32,16.0,14.08,88.86,21.71,Medellin
2025,3,22,Medellin,18.38,15.61,16.99,18.36,7.82,23.42,15.6,13.78,85.69,11.61,Medellin
2025,3,23,Medellin,18.16,15.6,16.88,17.99,7.75,22.9,15.15,13.77,86.47,4.37,Medellin
2025,3,24,Medellin,18.72,16.01,17.36,18.49,7.88,23.32,15.44,14.16,85.86,5.26,Medellin
2025,3,25,Medellin,17.66,15.92,16.79,17.42,4.63,20.45,15.82,14.05,90.2,7.64,Medellin
2025,3,26,Medellin,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Medellin
2025,3,27,Medellin,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Medellin
2025,3,28,Medellin,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Medellin
2025,3,29,Medellin,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Medellin
2025,3,30,Medellin,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Medellin
2025,3,31,Medellin,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Medellin
2025,3,1,Bogota Norte,16.54,14.82,15.68,16.36,4.23,19.16,14.93,13.07,90.03,11.36,Bogota Norte
2025,3,2,Bogota Norte,16.54,14.85,15.69,16.4,4.16,19.11,14.95,13.08,90.15,12.62,Bogota Norte
2025,3,3,Bogota Norte,16.96,14.51,15.73,16.88,7.27,21.35,14.08,12.79,86.64,4.78,Bogota Norte
2025,3,4,Bogota Norte,16.88,14.78,15.83,16.77,5.75,20.36,14.61,13.03,88.26,10.46,Bogota Norte
2025,3,5,Bogota Norte,16.48,15.17,15.83,16.4,4.18,18.84,14.66,13.37,92.3,21.88,Bogota Norte
2025,3,6,Bogota Norte,16.22,14.78,15.5,15.99,3.54,18.51,14.97,13.02,91.5,24.89,Bogota Norte
2025,3,7,Bogota Norte,16.42,14.56,15.49,16.29,5.18,19.6,14.42,12.81,89.33,12.43,Bogota Norte
2025,3,8,Bogota Norte,16.62,14.32,15.47,16.63,6.28,20.12,13.84,12.61,87.23,9.06,Bogota Norte
2025,3,9,Bogota Norte,16.69,13.64,15.17,16.59,9.06,21.79,12.73,12.07,83.75,2.72,Bogota Norte
2025,3,10,Bogota Norte,16.79,13.61,15.2,16.69,8.84,21.64,12.8,12.06,83.28,5.0,Bogota Norte
2025,3,11,Bogota Norte,16.83,14.24,15.53,16.86,7.77,21.28,13.51,12.56,86.0,9.0,Bogota Norte
2025,3,12,Bogota Norte,17.21,14.68,15.94,17.16,7.4,21.5,14.1,12.91,86.26,8.38,Bogota Norte
2025,3,13,Bogota Norte,17.01,15.27,16.14,17.07,5.73,20.45,14.72,13.42,90.18,17.03,Bogota Norte
2025,3,14,Bogota Norte,16.73,15.36,16.04,16.83,4.46,19.46,15.0,13.51,92.13,14.83,Bogota Norte
2025,3,15,Bogota Norte,16.95,15.04,16.0,17.03,5.34,20.41,15.07,13.23,89.36,13.26,Bogota Norte
2025,3,16,Bogota Norte,16.89,14.73,15.81,16.83,6.68,21.18,14.5,12.95,87.88,12.19,Bogota Norte
2025,3,17,Bogota Norte,15.64,14.46,15.05,15.38,3.03,17.81,14.78,12.73,92.93,56.32,Bogota Norte
2025,3,18,Bogota Norte,16.69,14.69,15.69,16.55,5.66,20.24,14.58,12.94,88.48,18.51,Bogota Norte
2025,3,19,Bogota Norte,16.55,14.89,15.72,16.53,5.46,19.83,14.37,13.1,90.42,8.49,Bogota Norte
2025,3,20,Bogota Norte,15.88,14.38,15.13,15.63,4.84,18.7,13.86,12.68,91.12,8.89,Bogota Norte
2025,3,21,Bogota Norte,16.33,14.71,15.52,16.36,5.9,19.99,14.09,12.95,90.71,12.54,Bogota Norte
2025,3,22,Bogota Norte,16.26,14.64,15.45,16.32,5.3,19.42,14.12,12.88,90.7,6.25,Bogota Norte
2025,3,23,Bogota Norte,16.38,14.09,15.23,16.28,6.86,20.24,13.38,12.45,87.13,4.04,Bogota Norte
2025,3,24,Bogota Norte,16.17,13.79,14.98,15.83,6.71,20.23,13.52,12.2,86.45,2.53,Bogota Norte
2025,3,25,Bogota Norte,16.65,13.35,15.0,16.33,8.59,21.35,12.76,11.85,82.19,0.96,Bogota Norte
2025,3,26,Bogota Norte,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bogota Norte
2025,3,27,Bogota Norte,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bogota Norte
2025,3,28,Bogota Norte,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bogota Norte
2025,3,29,Bogota Norte,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bogota Norte
2025,3,30,Bogota Norte,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bogota Norte
2025,3,31,Bogota Norte,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bogota Norte
2025,3,1,Ibague,20.23,17.98,19.1,20.27,5.71,24.07,18.36,15.04,87.74,24.6,Ibague
2025,3,2,Ibague,20.25,17.53,18.89,20.35,7.85,24.83,16.98,14.61,85.65,10.79,Ibague
2025,3,3,Ibague,20.06,17.79,18.93,19.93,5.67,23.71,18.04,14.85,87.57,15.15,Ibague
2025,3,4,Ibague,20.38,17.95,19.17,20.27,6.7,24.74,18.04,15.01,86.86,23.54,Ibague
2025,3,5,Ibague,19.32,17.99,18.65,19.16,2.91,21.2,18.29,15.06,92.29,27.84,Ibague
2025,3,6,Ibague,18.64,17.37,18.0,18.42,2.61,20.19,17.58,14.46,92.58,17.35,Ibague
2025,3,7,Ibague,18.94,16.85,17.89,18.67,6.4,22.52,16.12,13.96,88.36,4.78,Ibague
2025,3,8,Ibague,19.88,17.42,18.65,19.89,7.13,24.4,17.27,14.48,86.74,10.01,Ibague
2025,3,9,Ibague,21.01,17.72,19.37,21.02,8.69,26.19,17.5,14.77,83.08,7.13,Ibague
2025,3,10,Ibague,21.03,17.25,19.14,21.03,8.78,26.23,17.45,14.33,80.76,9.66,Ibague
2025,3,11,Ibague,20.84,17.43,19.14,20.58,8.44,25.78,17.34,14.51,81.98,14.16,Ibague
2025,3,12,Ibague,20.58,17.98,19.28,20.69,7.0,25.32,18.32,15.01,86.23,25.14,Ibague
2025,3,13,Ibague,21.02,18.28,19.65,21.15,7.58,25.85,18.27,15.31,85.54,21.51,Ibague
2025,3,14,Ibague,18.93,18.03,18.48,18.67,1.99,19.6,17.61,15.1,94.66,33.42,Ibague
2025,3,15,Ibague,19.74,17.2,18.47,19.84,8.45,24.79,16.34,14.32,86.65,6.45,Ibague
2025,3,16,Ibague,20.39,17.79,19.09,20.47,8.2,25.5,17.3,14.83,86.28,22.91,Ibague
2025,3,17,Ibague,18.89,17.67,18.28,18.74,2.77,20.49,17.72,14.71,92.85,10.47,Ibague
2025,3,18,Ibague,20.28,17.43,18.86,20.25,7.68,24.6,16.92,14.5,84.98,9.77,Ibague
2025,3,19,Ibague,20.62,17.91,19.26,20.61,7.79,25.54,17.75,14.96,85.66,11.33,Ibague
2025,3,20,Ibague,19.97,17.59,18.78,19.76,6.66,24.25,17.59,14.64,86.97,8.02,Ibague
2025,3,21,Ibague,20.63,17.77,19.2,20.67,8.89,25.67,16.78,14.82,85.0,9.16,Ibague
2025,3,22,Ibague,21.14,17.9,19.52,21.09,8.59,26.22,17.63,14.95,83.21,9.08,Ibague
2025,3,23,Ibague,21.08,17.46,19.27,20.82,8.55,26.07,17.52,14.54,81.28,3.67,Ibague
2025,3,24,Ibague,20.87,17.22,19.04,20.56,8.91,25.92,17.01,14.32,81.0,3.06,Ibague
2025,3,25,Ibague,21.25,17.4,19.33,20.76,8.74,26.39,17.65,14.47,79.97,3.62,Ibague
2025,3,26,Ibague,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Ibague
2025,3,27,Ibague,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Ibague
2025,3,28,Ibague,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Ibague
2025,3,29,Ibague,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Ibague
2025,3,30,Ibague,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Ibague
2025,3,31,Ibague,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Ibague
2025,3,1,Neiva,20.73,18.56,19.65,20.43,5.43,24.09,18.66,15.34,87.82,7.44,Neiva
2025,3,2,Neiva,20.29,18.36,19.32,19.93,5.02,23.05,18.03,15.14,89.06,8.82,Neiva
2025,3,3,Neiva,21.04,18.53,19.79,20.97,7.55,25.95,18.4,15.3,86.5,12.19,Neiva
2025,3,4,Neiva,20.72,18.58,19.65,20.64,5.81,24.39,18.58,15.36,88.2,17.45,Neiva
2025,3,5,Neiva,20.09,18.35,19.22,19.92,4.68,23.0,18.32,15.14,90.09,11.07,Neiva
2025,3,6,Neiva,19.64,18.0,18.82,19.24,3.4,21.53,18.13,14.79,90.47,12.09,Neiva
2025,3,7,Neiva,20.03,17.92,18.97,20.06,7.36,24.5,17.14,14.7,88.48,9.89,Neiva
2025,3,8,Neiva,20.67,18.28,19.48,20.61,6.58,24.29,17.71,15.04,86.96,8.36,Neiva
2025,3,9,Neiva,20.79,18.39,19.59,20.7,5.94,24.42,18.48,15.14,86.88,8.86,Neiva
2025,3,10,Neiva,20.93,17.93,19.43,20.87,8.84,26.34,17.5,14.71,84.24,8.7,Neiva
2025,3,11,Neiva,20.63,18.13,19.38,20.4,6.99,24.98,17.99,14.89,86.26,5.79,Neiva
2025,3,12,Neiva,21.06,18.23,19.64,21.11,9.19,26.57,17.38,14.99,85.06,9.23,Neiva
2025,3,13,Neiva,20.81,18.57,19.69,20.67,6.64,25.02,18.38,15.31,87.77,13.98,Neiva
2025,3,14,Neiva,19.89,18.55,19.22,19.71,3.78,22.47,18.69,15.33,92.25,24.61,Neiva
